Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	x1	x2	x3	x4	x5
38	44	1	1	0.1885	-0.25	-0.07	-0.33	-0.11	0.01	Generation 3.
39	45	1	1	0.6421	0.64	-0.2	0.08	0.31	-0.3	Generation 3.
40	46	1	1	0.4557	-0.36	-0.14	0.23	0.5	0.06	Generation 3.
41	47	1	1	0.6528	-0.59	0.06	0.07	0.19	0.51	Generation 3.
42	48	1	1	0.335	0.03	-0.29	-0.4	0.18	-0.24	Generation 3.
43	49	1	1	0.2738	0.28	0.17	0.12	0.39	0.0	Generation 4.
44	50	1	1	0.2537	0.12	-0.3	0.0	0.38	0.07	Generation 4.
45	51	1	1	1.3421	-0.68	0.36	0.36	0.43	0.66	Generation 4.
46	52	1	1	0.8276	-0.17	-0.31	-0.41	0.04	-0.73	Generation 4.
47	53	1	1	1.2321	0.48	0.32	-0.68	-0.2	-0.63	Generation 4.
48	54	1	1	0.2063	-0.21	0.17	-0.33	0.12	-0.1	Generation 4.
49	55	1	1	0.7158	-0.65	0.0	0.02	0.15	-0.52	Generation 4.
50	56	1	1	0.5414	-0.07	-0.28	-0.56	-0.31	-0.22	Generation 4.
51	57	1	1	0.3226	-0.13	0.3	-0.4	-0.14	-0.19	Generation 4.
52	58	1	1	0.3518	-0.02	0.34	-0.05	-0.43	-0.22	Generation 4.
53	59	1	1	0.2365	-0.04	-0.32	-0.1	0.28	-0.21	Generation 4.
53	60	1	1	0.1885	-0.25	-0.07	-0.33	-0.11	0.01	Generation 4.
54	61	1	1	0.6352	0.59	-0.25	-0.01	0.34	-0.33	Generation 4.
55	62	1	1	0.4107	-0.37	-0.12	0.2	0.45	0.13	Generation 4.
56	63	1	1	0.5842	-0.56	0.04	0.05	0.19	0.48	Generation 4.
57	64	1	1	0.2719	-0.02	-0.25	-0.39	0.13	-0.2	Generation 4.
58	65	1	1	0.2006	0.24	0.09	0.07	0.36	-0.02	Generation 5.
59	66	1	1	0.197	0.1	-0.25	-0.05	0.34	0.08	Generation 5.
60	67	1	1	1.0193	-0.58	0.27	0.3	0.4	0.6	Generation 5.
61	68	1	1	0.732	-0.15	-0.3	-0.41	0.05	-0.67	Generation 5.
62	69	1	1	1.0243	0.41	0.31	-0.64	-0.16	-0.57	Generation 5.
63	70	1	1	0.2003	-0.23	0.15	-0.31	0.12	-0.12	Generation 5.
64	71	1	1	0.6042	-0.6	0.02	-0.02	0.15	-0.47	Generation 5.
65	72	1	1	0.4488	-0.1	-0.24	-0.52	-0.28	-0.18	Generation 5.
66	73	1	1	0.2747	-0.15	0.24	-0.39	-0.13	-0.16	Generation 5.
67	74	1	1	0.2862	-0.04	0.3	-0.05	-0.39	-0.2	Generation 5.
68	75	1	1	0.1774	-0.08	-0.28	-0.14	0.21	-0.17	Generation 5.
68	76	1	1	0.1885	-0.25	-0.07	-0.33	-0.11	0.01	Generation 5.
69	77	1	1	0.5572	0.51	-0.27	-0.08	0.33	-0.33	Generation 5.
70	78	1	1	0.3469	-0.32	-0.13	0.16	0.42	0.16	Generation 5.
71	79	1	1	0.4509	-0.5	0.0	0.03	0.2	0.4	Generation 5.
72	80	1	1	0.2301	-0.06	-0.22	-0.38	0.09	-0.16	Generation 5.
73	81	1	1	0.1507	0.18	-0.05	0.01	0.34	0.01	Generation 6.
74	82	1	1	0.1747	0.09	-0.23	-0.07	0.32	0.08	Generation 6.
75	83	1	1	0.4285	-0.32	0.06	0.16	0.37	0.4	Generation 6.
76	84	1	1	0.302	-0.01	-0.17	-0.25	0.16	-0.43	Generation 6.
77	85	1	1	0.5243	0.17	0.25	-0.52	-0.05	-0.4	Generation 6.
78	86	1	1	0.1008	-0.13	0.01	-0.21	0.19	-0.06	Generation 6.
79	87	1	1	0.3308	-0.41	-0.07	-0.08	0.17	-0.35	Generation 6.
80	88	1	1	0.3022	-0.16	-0.17	-0.44	-0.21	-0.1	Generation 6.
81	89	1	1	0.2076	-0.19	0.11	-0.37	-0.12	-0.09	Generation 6.
82	90	1	1	0.0829	-0.06	0.09	-0.08	-0.18	-0.18	Generation 6.
83	91	1	1	0.1599	-0.09	-0.26	-0.15	0.19	-0.16	Generation 6.
84	92	1	1	0.1311	-0.19	-0.14	-0.27	0.0	-0.05	Generation 6.
85	93	1	1	0.3498	0.39	-0.16	-0.06	0.34	-0.23	Generation 6.
86	94	1	1	0.2249	-0.16	-0.17	0.08	0.38	0.14	Generation 6.
87	95	1	1	0.2051	-0.34	-0.11	-0.03	0.21	0.18	Generation 6.
88	96	1	1	0.183	-0.14	-0.16	-0.36	0.01	-0.09	Generation 6.
89	97	1	1	0.145	0.16	-0.1	-0.01	0.33	0.02	Generation 7.
90	98	1	1	0.1228	0.03	-0.17	-0.11	0.28	0.05	Generation 7.
91	99	1	1	0.21	-0.12	-0.09	0.05	0.35	0.25	Generation 7.
92	100	1	1	0.1483	0.09	-0.09	-0.13	0.24	-0.24	Generation 7.
93	101	1	1	0.254	0.01	0.17	-0.4	0.05	-0.25	Generation 7.
94	102	1	1	0.0482	-0.08	-0.02	-0.14	0.13	-0.07	Generation 7.
95	103	1	1	0.1862	-0.27	-0.08	-0.13	0.18	-0.24	Generation 7.
96	104	1	1	0.2131	-0.19	-0.14	-0.37	-0.13	-0.06	Generation 7.
97	105	1	1	0.1416	-0.17	0.06	-0.29	-0.13	-0.09	Generation 7.
98	106	1	1	0.052	-0.07	0.01	-0.09	-0.1	-0.17	Generation 7.
99	107	1	1	0.0903	-0.09	-0.17	-0.14	0.09	-0.16	Generation 7.
100	108	1	1	0.1268	-0.17	-0.17	-0.25	0.04	-0.07	Generation 7.
101	109	1	1	0.2315	0.3	-0.09	-0.03	0.34	-0.13	Generation 7.
102	110	1	1	0.0774	-0.08	-0.12	0.01	0.23	0.06	Generation 7.
103	111	1	1	0.1354	-0.22	-0.19	-0.08	0.21	0.02	Generation 7.
104	112	1	1	0.1611	-0.18	-0.13	-0.33	-0.02	-0.05	Generation 7.
105	113	1	1	0.1382	0.14	-0.12	-0.03	0.32	0.03	Generation 8.
106	114	1	1	0.105	0.0	-0.14	-0.13	0.26	0.03	Generation 8.
107	115	1	1	0.1721	-0.04	-0.15	0.0	0.34	0.18	Generation 8.
108	116	1	1	0.1278	0.13	-0.06	-0.08	0.28	-0.15	Generation 8.
109	117	1	1	0.1766	-0.06	0.13	-0.34	0.09	-0.18	Generation 8.
110	118	1	1	0.0359	-0.06	-0.03	-0.12	0.11	-0.07	Generation 8.
111	119	1	1	0.1415	-0.21	-0.08	-0.15	0.18	-0.19	Generation 8.
112	120	1	1	0.1831	-0.2	-0.13	-0.34	-0.09	-0.05	Generation 8.
113	121	1	1	0.1147	-0.16	0.04	-0.25	-0.13	-0.09	Generation 8.
114	122	1	1	0.0434	-0.07	-0.02	-0.1	-0.05	-0.16	Generation 8.
115	123	1	1	0.0666	-0.09	-0.12	-0.13	0.04	-0.16	Generation 8.
116	124	1	1	0.1209	-0.16	-0.18	-0.23	0.06	-0.08	Generation 8.
117	125	1	1	0.1782	0.24	-0.07	-0.02	0.33	-0.08	Generation 8.
118	126	1	1	0.0336	-0.05	-0.09	-0.02	0.15	0.01	Generation 8.
119	127	1	1	0.1268	-0.17	-0.21	-0.09	0.21	-0.04	Generation 8.
120	128	1	1	0.1491	-0.19	-0.12	-0.31	-0.03	-0.04	Generation 8.
121	129	1	1	0.1159	0.08	-0.14	-0.07	0.29	0.03	Generation 9.
122	130	1	1	0.0653	-0.03	-0.11	-0.09	0.21	0.01	Generation 9.
123	131	1	1	0.1339	0.01	-0.17	-0.07	0.3	0.1	Generation 9.
124	132	1	1	0.1242	0.14	-0.05	-0.06	0.29	-0.12	Generation 9.
125	133	1	1	0.086	-0.08	0.05	-0.23	0.11	-0.11	Generation 9.
126	134	1	1	0.0304	-0.05	-0.03	-0.11	0.1	-0.07	Generation 9.
127	135	1	1	0.0799	-0.13	-0.06	-0.15	0.15	-0.12	Generation 9.
128	136	1	1	0.141	-0.19	-0.15	-0.28	-0.02	-0.06	Generation 9.
129	137	1	1	0.0713	-0.12	0.01	-0.18	-0.1	-0.12	Generation 9.
130	138	1	1	0.0218	-0.06	-0.06	-0.07	0.04	-0.09	Generation 9.
131	139	1	1	0.0501	-0.08	-0.06	-0.12	-0.01	-0.16	Generation 9.
132	140	1	1	0.0929	-0.13	-0.16	-0.18	0.06	-0.12	Generation 9.
133	141	1	1	0.0838	0.1	-0.07	-0.02	0.26	-0.03	Generation 9.
134	142	1	1	0.0234	-0.04	-0.08	-0.03	0.12	-0.01	Generation 9.
135	143	1	1	0.0815	-0.1	-0.17	-0.07	0.19	-0.04	Generation 9.
136	144	1	1	0.1274	-0.18	-0.14	-0.27	0.0	-0.05	Generation 9.
137	145	1	1	0.0966	0.03	-0.14	-0.09	0.26	0.02	Generation 10.
138	146	1	1	0.0389	-0.04	-0.09	-0.06	0.16	0.0	Generation 10.
139	147	1	1	0.1049	0.01	-0.16	-0.1	0.26	0.04	Generation 10.
140	148	1	1	0.1131	0.13	-0.07	-0.06	0.29	-0.06	Generation 10.
141	149	1	1	0.0513	-0.08	0.0	-0.16	0.12	-0.07	Generation 10.
142	150	1	1	0.0269	-0.05	-0.04	-0.1	0.08	-0.08	Generation 10.
143	151	1	1	0.0509	-0.08	-0.04	-0.14	0.13	-0.08	Generation 10.
144	152	1	1	0.1042	-0.17	-0.13	-0.22	0.06	-0.08	Generation 10.
145	153	1	1	0.0398	-0.09	-0.02	-0.12	-0.05	-0.12	Generation 10.
146	154	1	1	0.0206	-0.06	-0.07	-0.06	0.07	-0.06	Generation 10.
147	155	1	1	0.0362	-0.07	-0.04	-0.1	-0.01	-0.14	Generation 10.
148	156	1	1	0.071	-0.1	-0.12	-0.15	0.04	-0.15	Generation 10.
149	157	1	1	0.0415	0.01	-0.07	-0.02	0.19	0.0	Generation 10.
150	158	1	1	0.0187	-0.04	-0.07	-0.05	0.09	-0.04	Generation 10.
151	159	1	1	0.0495	-0.06	-0.13	-0.05	0.16	-0.03	Generation 10.
152	160	1	1	0.0955	-0.15	-0.16	-0.2	0.07	-0.05	Generation 10.
150	158	2	1	0.0187	-0.04	-0.07	-0.05	0.09	-0.04	Minimum point.
150	161	1	1	0.0187	-0.04	-0.07	-0.05	0.09	-0.04	Minimum point of initialization.
152	162	1	1	0.0187	-0.04	-0.07	-0.05	0.09	-0.04	Initial point.
153	163	1	1	0.018	-0.03	-0.07	-0.05	0.09	-0.04	Cost reduced     at x1+dx1.
154	163	2	1	0.0167	-0.03	-0.06	-0.05	0.09	-0.04	Cost reduced     at x2+dx2.
155	163	3	1	0.0158	-0.03	-0.06	-0.04	0.09	-0.04	Cost reduced     at x3+dx3.
156	163	4	1	0.0177	-0.03	-0.06	-0.04	0.1	-0.04	Cost not reduced at x4+dx4.
157	163	5	1	0.0141	-0.03	-0.06	-0.04	0.08	-0.04	Cost reduced     at x4-dx4.
158	163	6	1	0.0134	-0.03	-0.06	-0.04	0.08	-0.03	Cost reduced     at x5+dx5.
158	163	7	1	0.0134	-0.03	-0.06	-0.04	0.08	-0.03	Global search reduced cost.
159	164	1	1	0.0091	-0.02	-0.05	-0.03	0.07	-0.02	Exploration base, Delta = 1.0.
160	164	2	1	0.0088	-0.01	-0.05	-0.03	0.07	-0.02	Cost reduced     at x1+dx1.
161	164	3	1	0.0079	-0.01	-0.04	-0.03	0.07	-0.02	Cost reduced     at x2+dx2.
162	164	4	1	0.0074	-0.01	-0.04	-0.02	0.07	-0.02	Cost reduced     at x3+dx3.
163	164	5	1	0.0061	-0.01	-0.04	-0.02	0.06	-0.02	Cost reduced     at x4-dx4.
164	164	6	1	0.0058	-0.01	-0.04	-0.02	0.06	-0.01	Cost reduced     at x5+dx5.
164	164	7	1	0.0058	-0.01	-0.04	-0.02	0.06	-0.01	Global search reduced cost.
165	165	1	1	0.0022	0.01	-0.02	0.0	0.04	0.01	Exploration base, Delta = 1.0.
166	165	2	1	0.0025	0.02	-0.02	0.0	0.04	0.01	Cost not reduced at x1+dx1.
167	165	3	1	0.0021	0.0	-0.02	0.0	0.04	0.01	Cost reduced     at x1-dx1.
168	165	4	1	0.0018	0.0	-0.01	0.0	0.04	0.01	Cost reduced     at x2+dx2.
169	165	5	1	0.0019	0.0	-0.01	0.01	0.04	0.01	Cost not reduced at x3+dx3.
170	165	6	1	0.0019	0.0	-0.01	-0.01	0.04	0.01	Cost not reduced at x3-dx3.
171	165	7	1	0.0011	0.0	-0.01	0.0	0.03	0.01	Cost reduced     at x4-dx4.
172	165	8	1	0.0014	0.0	-0.01	0.0	0.03	0.02	Cost not reduced at x5+dx5.
173	165	9	1	0.001	0.0	-0.01	0.0	0.03	0.0	Cost reduced     at x5-dx5.
173	165	10	1	0.001	0.0	-0.01	0.0	0.03	0.0	Global search reduced cost.
174	166	1	1	0.001	0.01	0.02	0.02	0.0	0.01	Exploration base, Delta = 1.0.
175	166	2	1	9.0E-4	0.0	0.02	0.02	0.0	0.01	Cost reduced     at x1-dx1.
176	166	3	1	0.0014	0.0	0.03	0.02	0.0	0.01	Cost not reduced at x2+dx2.
177	166	4	1	6.0E-4	0.0	0.01	0.02	0.0	0.01	Cost reduced     at x2-dx2.
178	166	5	1	0.0011	0.0	0.01	0.03	0.0	0.01	Cost not reduced at x3+dx3.
179	166	6	1	3.0E-4	0.0	0.01	0.01	0.0	0.01	Cost reduced     at x3-dx3.
180	166	7	1	4.0E-4	0.0	0.01	0.01	-0.01	0.01	Cost not reduced at x4-dx4.
181	166	8	1	4.0E-4	0.0	0.01	0.01	0.01	0.01	Cost not reduced at x4+dx4.
182	166	9	1	2.0E-4	0.0	0.01	0.01	0.0	0.0	Cost reduced     at x5-dx5.
182	166	10	1	2.0E-4	0.0	0.01	0.01	0.0	0.0	Global search reduced cost.
183	167	1	1	0.0022	0.0	0.03	0.02	-0.03	0.0	Exploration base, Delta = 1.0.
184	167	2	1	0.0023	-0.01	0.03	0.02	-0.03	0.0	Cost not reduced at x1-dx1.
185	167	3	1	0.0023	0.01	0.03	0.02	-0.03	0.0	Cost not reduced at x1+dx1.
186	167	4	1	0.0017	0.0	0.02	0.02	-0.03	0.0	Cost reduced     at x2-dx2.
187	167	5	1	0.0014	0.0	0.02	0.01	-0.03	0.0	Cost reduced     at x3-dx3.
188	167	6	1	0.0021	0.0	0.02	0.01	-0.04	0.0	Cost not reduced at x4-dx4.
189	167	7	1	9.0E-4	0.0	0.02	0.01	-0.02	0.0	Cost reduced     at x4+dx4.
190	167	8	1	0.001	0.0	0.02	0.01	-0.02	-0.01	Cost not reduced at x5-dx5.
191	167	9	1	0.001	0.0	0.02	0.01	-0.02	0.01	Cost not reduced at x5+dx5.
192	167	10	1	3.0E-4	-0.01	0.01	0.01	0.0	0.0	Cost not reduced at x1-dx1.
193	167	11	1	3.0E-4	0.01	0.01	0.01	0.0	0.0	Cost not reduced at x1+dx1.
194	167	12	1	1.0E-4	0.0	0.0	0.01	0.0	0.0	Cost reduced     at x2-dx2.
195	167	13	1	0.0	0.0	0.0	0.0	0.0	0.0	Cost reduced     at x3-dx3.
196	167	14	1	1.0E-4	0.0	0.0	0.0	0.01	0.0	Cost not reduced at x4+dx4.
197	167	15	1	1.0E-4	0.0	0.0	0.0	-0.01	0.0	Cost not reduced at x4-dx4.
198	167	16	1	1.0E-4	0.0	0.0	0.0	0.0	-0.01	Cost not reduced at x5-dx5.
199	167	17	1	1.0E-4	0.0	0.0	0.0	0.0	0.01	Cost not reduced at x5+dx5.
195	167	18	1	0.0	0.0	0.0	0.0	0.0	0.0	Local search reduced cost.
200	168	1	1	2.0E-4	0.0	-0.01	-0.01	0.0	0.0	Exploration base, Delta = 1.0.
201	168	2	1	3.0E-4	-0.01	-0.01	-0.01	0.0	0.0	Cost not reduced at x1-dx1.
202	168	3	1	3.0E-4	0.01	-0.01	-0.01	0.0	0.0	Cost not reduced at x1+dx1.
203	168	4	1	5.0E-4	0.0	-0.02	-0.01	0.0	0.0	Cost not reduced at x2-dx2.
204	168	5	1	1.0E-4	0.0	0.0	-0.01	0.0	0.0	Cost reduced     at x2+dx2.
205	168	6	1	4.0E-4	0.0	0.0	-0.02	0.0	0.0	Cost not reduced at x3-dx3.
205	168	7	1	0.0	0.0	0.0	0.0	0.0	0.0	Cost reduced     at x3+dx3.
205	168	8	1	1.0E-4	0.0	0.0	0.0	0.01	0.0	Cost not reduced at x4+dx4.
205	168	9	1	1.0E-4	0.0	0.0	0.0	-0.01	0.0	Cost not reduced at x4-dx4.
205	168	10	1	1.0E-4	0.0	0.0	0.0	0.0	-0.01	Cost not reduced at x5-dx5.
205	168	11	1	1.0E-4	0.0	0.0	0.0	0.0	0.01	Cost not reduced at x5+dx5.
206	168	12	1	1.0E-4	-0.01	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
207	168	13	1	1.0E-4	0.01	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
208	168	14	1	1.0E-4	0.0	0.01	0.0	0.0	0.0	Cost not reduced at x2+dx2.
209	168	15	1	1.0E-4	0.0	-0.01	0.0	0.0	0.0	Cost not reduced at x2-dx2.
209	168	16	1	1.0E-4	0.0	0.0	0.01	0.0	0.0	Cost not reduced at x3+dx3.
209	168	17	1	1.0E-4	0.0	0.0	-0.01	0.0	0.0	Cost not reduced at x3-dx3.
209	168	18	1	1.0E-4	0.0	0.0	0.0	0.01	0.0	Cost not reduced at x4+dx4.
209	168	19	1	1.0E-4	0.0	0.0	0.0	-0.01	0.0	Cost not reduced at x4-dx4.
209	168	20	1	1.0E-4	0.0	0.0	0.0	0.0	-0.01	Cost not reduced at x5-dx5.
209	168	21	1	1.0E-4	0.0	0.0	0.0	0.0	0.01	Cost not reduced at x5+dx5.
195	168	22	1	0.0	0.0	0.0	0.0	0.0	0.0	Iteration step did not reduce cost. Reduce step size to '0.5'.
209	169	1	1	0.0	0.0	0.0	0.0	0.0	0.0	Exploration base, Delta = 0.5.
210	169	2	1	2.5E-5	-0.005	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
211	169	3	1	2.5E-5	0.005	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
212	169	4	1	2.5E-5	0.0	0.005	0.0	0.0	0.0	Cost not reduced at x2+dx2.
213	169	5	1	2.5E-5	0.0	-0.005	0.0	0.0	0.0	Cost not reduced at x2-dx2.
214	169	6	1	2.5E-5	0.0	0.0	0.005	0.0	0.0	Cost not reduced at x3+dx3.
215	169	7	1	2.5E-5	0.0	0.0	-0.005	0.0	0.0	Cost not reduced at x3-dx3.
216	169	8	1	2.5E-5	0.0	0.0	0.0	0.005	0.0	Cost not reduced at x4+dx4.
217	169	9	1	2.5E-5	0.0	0.0	0.0	-0.005	0.0	Cost not reduced at x4-dx4.
218	169	10	1	2.5E-5	0.0	0.0	0.0	0.0	-0.005	Cost not reduced at x5-dx5.
219	169	11	1	2.5E-5	0.0	0.0	0.0	0.0	0.005	Cost not reduced at x5+dx5.
219	169	12	1	2.5E-5	-0.005	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
219	169	13	1	2.5E-5	0.005	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
219	169	14	1	2.5E-5	0.0	0.005	0.0	0.0	0.0	Cost not reduced at x2+dx2.
219	169	15	1	2.5E-5	0.0	-0.005	0.0	0.0	0.0	Cost not reduced at x2-dx2.
219	169	16	1	2.5E-5	0.0	0.0	0.005	0.0	0.0	Cost not reduced at x3+dx3.
219	169	17	1	2.5E-5	0.0	0.0	-0.005	0.0	0.0	Cost not reduced at x3-dx3.
219	169	18	1	2.5E-5	0.0	0.0	0.0	0.005	0.0	Cost not reduced at x4+dx4.
219	169	19	1	2.5E-5	0.0	0.0	0.0	-0.005	0.0	Cost not reduced at x4-dx4.
219	169	20	1	2.5E-5	0.0	0.0	0.0	0.0	-0.005	Cost not reduced at x5-dx5.
219	169	21	1	2.5E-5	0.0	0.0	0.0	0.0	0.005	Cost not reduced at x5+dx5.
195	169	22	1	0.0	0.0	0.0	0.0	0.0	0.0	Iteration step did not reduce cost. Reduce step size to '0.25'.
219	170	1	1	0.0	0.0	0.0	0.0	0.0	0.0	Exploration base, Delta = 0.25.
220	170	2	1	6.25E-6	-0.0025	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
221	170	3	1	6.25E-6	0.0025	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
222	170	4	1	6.25E-6	0.0	0.0025	0.0	0.0	0.0	Cost not reduced at x2+dx2.
223	170	5	1	6.25E-6	0.0	-0.0025	0.0	0.0	0.0	Cost not reduced at x2-dx2.
224	170	6	1	6.25E-6	0.0	0.0	0.0025	0.0	0.0	Cost not reduced at x3+dx3.
225	170	7	1	6.25E-6	0.0	0.0	-0.0025	0.0	0.0	Cost not reduced at x3-dx3.
226	170	8	1	6.25E-6	0.0	0.0	0.0	0.0025	0.0	Cost not reduced at x4+dx4.
227	170	9	1	6.25E-6	0.0	0.0	0.0	-0.0025	0.0	Cost not reduced at x4-dx4.
228	170	10	1	6.25E-6	0.0	0.0	0.0	0.0	-0.0025	Cost not reduced at x5-dx5.
229	170	11	1	6.25E-6	0.0	0.0	0.0	0.0	0.0025	Cost not reduced at x5+dx5.
229	170	12	1	6.25E-6	-0.0025	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
229	170	13	1	6.25E-6	0.0025	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
229	170	14	1	6.25E-6	0.0	0.0025	0.0	0.0	0.0	Cost not reduced at x2+dx2.
229	170	15	1	6.25E-6	0.0	-0.0025	0.0	0.0	0.0	Cost not reduced at x2-dx2.
229	170	16	1	6.25E-6	0.0	0.0	0.0025	0.0	0.0	Cost not reduced at x3+dx3.
229	170	17	1	6.25E-6	0.0	0.0	-0.0025	0.0	0.0	Cost not reduced at x3-dx3.
229	170	18	1	6.25E-6	0.0	0.0	0.0	0.0025	0.0	Cost not reduced at x4+dx4.
229	170	19	1	6.25E-6	0.0	0.0	0.0	-0.0025	0.0	Cost not reduced at x4-dx4.
229	170	20	1	6.25E-6	0.0	0.0	0.0	0.0	-0.0025	Cost not reduced at x5-dx5.
229	170	21	1	6.25E-6	0.0	0.0	0.0	0.0	0.0025	Cost not reduced at x5+dx5.
195	170	22	1	0.0	0.0	0.0	0.0	0.0	0.0	Iteration step did not reduce cost. Reduce step size to '0.125'.
229	171	1	1	0.0	0.0	0.0	0.0	0.0	0.0	Exploration base, Delta = 0.125.
230	171	2	1	1.5625E-6	-0.00125	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
231	171	3	1	1.5625E-6	0.00125	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
232	171	4	1	1.5625E-6	0.0	0.00125	0.0	0.0	0.0	Cost not reduced at x2+dx2.
233	171	5	1	1.5625E-6	0.0	-0.00125	0.0	0.0	0.0	Cost not reduced at x2-dx2.
234	171	6	1	1.5625E-6	0.0	0.0	0.00125	0.0	0.0	Cost not reduced at x3+dx3.
235	171	7	1	1.5625E-6	0.0	0.0	-0.00125	0.0	0.0	Cost not reduced at x3-dx3.
236	171	8	1	1.5625E-6	0.0	0.0	0.0	0.00125	0.0	Cost not reduced at x4+dx4.
237	171	9	1	1.5625E-6	0.0	0.0	0.0	-0.00125	0.0	Cost not reduced at x4-dx4.
238	171	10	1	1.5625E-6	0.0	0.0	0.0	0.0	-0.00125	Cost not reduced at x5-dx5.
239	171	11	1	1.5625E-6	0.0	0.0	0.0	0.0	0.00125	Cost not reduced at x5+dx5.
239	171	12	1	1.5625E-6	-0.00125	0.0	0.0	0.0	0.0	Cost not reduced at x1-dx1.
239	171	13	1	1.5625E-6	0.00125	0.0	0.0	0.0	0.0	Cost not reduced at x1+dx1.
239	171	14	1	1.5625E-6	0.0	0.00125	0.0	0.0	0.0	Cost not reduced at x2+dx2.
239	171	15	1	1.5625E-6	0.0	-0.00125	0.0	0.0	0.0	Cost not reduced at x2-dx2.
