Simulation Number	Main Iteration	Sub Iteration	Step Number	f(x)	x1	x2	x3	x4	x5
37	40	1	1	0.81815	-0.655	0.1	0.11	0.175	0.58	Generation 2.
37	41	1	1	1.358725	0.4	-0.59	-0.49	0.555	-0.55	Generation 2.
38	42	1	1	0.46195	0.39	0.285	0.195	-0.41	0.15	Generation 2.
39	43	1	1	0.60465	-0.425	-0.06	0.05	0.63	0.145	Generation 2.
40	44	1	1	0.58485	0.17	-0.17	0.72	0.075	-0.055	Generation 2.
41	45	1	1	0.179275	0.03	-0.35	0.175	0.065	-0.145	Generation 2.
42	46	1	1	0.9787	0.295	-0.705	0.195	-0.12	-0.585	Generation 2.
42	47	1	1	0.9414	0.36	-0.44	0.21	0.7	-0.29	Generation 2.
43	48	1	1	0.897775	0.275	-0.425	0.495	0.59	-0.22	Generation 2.
44	49	1	1	1.089875	-0.23	-0.385	0.05	0.415	-0.845	Generation 2.
45	50	1	1	0.675175	0.21	0.535	0.1	-0.575	-0.065	Generation 2.
46	51	1	1	0.387975	0.455	0.345	-0.22	0.05	-0.105	Generation 3.
47	52	1	1	0.12315	-0.3	-0.085	-0.15	-0.02	-0.055	Generation 3.
48	53	1	1	0.178425	-0.34	0.0	-0.1	0.165	-0.16	Generation 3.
49	54	1	1	0.77025	-0.165	-0.12	-0.425	-0.02	-0.74	Generation 3.
50	55	1	1	0.472675	0.065	0.06	-0.325	-0.2	-0.565	Generation 3.
51	56	1	1	0.285925	-0.325	0.195	-0.295	0.115	-0.205	Generation 3.
52	57	1	1	0.156475	-0.305	-0.075	-0.225	-0.06	-0.06	Generation 3.
53	58	1	1	0.26205	-0.205	-0.12	-0.08	-0.075	-0.44	Generation 3.
54	59	1	1	0.38045	-0.195	-0.005	-0.24	0.12	-0.52	Generation 3.
55	60	1	1	0.282375	-0.4	0.025	0.085	-0.075	0.33	Generation 3.
56	61	1	1	0.1318	-0.135	-0.215	-0.205	0.11	-0.115	Generation 3.
56	62	1	1	0.193675	-0.25	-0.075	-0.335	-0.115	0.01	Generation 3.
57	63	1	1	0.016325	0.005	-0.005	-0.095	-0.085	0.005	Generation 3.
58	64	1	1	0.218725	-0.255	0.0	0.22	0.27	0.18	Generation 3.
59	65	1	1	0.399175	-0.465	-0.025	0.13	0.145	0.38	Generation 3.
60	66	1	1	0.8213	0.295	-0.525	-0.305	0.42	-0.435	Generation 3.
61	67	1	1	0.076975	0.0	0.065	-0.125	-0.23	0.065	Generation 3.
62	68	1	1	0.292075	0.01	-0.13	0.345	0.395	0.005	Generation 3.
63	69	1	1	0.49815	0.03	-0.29	0.475	0.35	-0.255	Generation 3.
64	70	1	1	0.121075	-0.195	-0.2	0.155	0.1	0.095	Generation 3.
65	71	1	1	0.3127	0.295	-0.275	0.175	0.02	-0.345	Generation 3.
66	72	1	1	0.43225	0.235	-0.35	0.08	0.475	-0.15	Generation 3.
67	73	1	1	0.61945	0.11	-0.33	0.275	0.635	-0.14	Generation 3.
68	74	1	1	0.505425	-0.11	-0.3	0.085	0.19	-0.6	Generation 3.
69	75	1	1	0.31665	0.27	0.22	-0.135	-0.29	-0.305	Generation 3.
70	76	1	1	0.188775	0.1	0.085	-0.35	-0.105	-0.195	Generation 4.
71	77	1	1	0.179875	-0.375	-0.075	-0.105	0.01	-0.15	Generation 4.
72	78	1	1	0.184125	-0.225	-0.15	-0.25	-0.01	-0.22	Generation 4.
73	79	1	1	0.4488	-0.205	-0.015	-0.33	0.025	-0.545	Generation 4.
74	80	1	1	0.115825	-0.125	0.06	-0.11	-0.19	-0.22	Generation 4.
75	81	1	1	0.227275	-0.335	0.025	-0.2	0.12	-0.245	Generation 4.
76	82	1	1	0.129775	-0.235	-0.085	-0.245	-0.08	0.03	Generation 4.
77	83	1	1	0.07705	-0.135	0.0	0.06	0.0	-0.235	Generation 4.
78	84	1	1	0.213675	-0.265	-0.135	-0.015	0.25	-0.25	Generation 4.
79	85	1	1	0.286775	-0.41	0.12	-0.055	0.045	0.315	Generation 4.
80	86	1	1	0.138875	-0.2	-0.135	-0.28	-0.015	-0.045	Generation 4.
81	87	1	1	0.11065	-0.17	-0.055	-0.26	-0.105	0.01	Generation 4.
82	88	1	1	0.084625	-0.14	-0.045	-0.23	-0.1	0.01	Generation 4.
83	89	1	1	0.07115	-0.125	0.055	0.1	0.05	0.2	Generation 4.
84	90	1	1	0.193375	-0.31	-0.125	0.145	0.12	0.215	Generation 4.
85	91	1	1	0.2413	0.165	-0.315	-0.18	0.165	-0.235	Generation 4.
86	92	1	1	0.1083	-0.14	-0.015	-0.245	-0.165	0.035	Generation 4.
87	93	1	1	0.1673	0.165	-0.115	0.315	0.16	-0.045	Generation 4.
88	94	1	1	0.3692	-0.09	-0.305	0.285	0.375	-0.215	Generation 4.
89	95	1	1	0.1633	-0.275	-0.145	0.145	0.115	0.18	Generation 4.
90	96	1	1	0.1974	0.295	-0.115	0.165	0.07	-0.255	Generation 4.
91	97	1	1	0.078475	0.115	-0.185	-0.035	0.17	-0.03	Generation 4.
92	98	1	1	0.320025	-0.09	-0.19	0.08	0.505	-0.12	Generation 4.
93	99	1	1	0.193375	0.055	-0.105	0.03	-0.045	-0.42	Generation 4.
94	100	1	1	0.113	0.145	-0.025	-0.13	-0.065	-0.265	Generation 4.
95	101	1	1	0.221825	-0.055	-0.01	-0.37	-0.17	-0.23	Generation 5.
96	102	1	1	0.1076	-0.275	-0.095	-0.125	0.01	-0.085	Generation 5.
97	103	1	1	0.142	-0.28	-0.05	-0.13	0.09	-0.19	Generation 5.
98	104	1	1	0.30735	-0.21	0.03	-0.27	0.015	-0.435	Generation 5.
99	105	1	1	0.06985	-0.165	0.05	-0.035	-0.17	-0.1	Generation 5.
100	106	1	1	0.19765	-0.325	-0.05	-0.17	0.1	-0.225	Generation 5.
101	107	1	1	0.097175	-0.195	-0.08	-0.215	-0.075	0.03	Generation 5.
102	108	1	1	0.0372	-0.095	0.045	0.095	0.015	-0.13	Generation 5.
103	109	1	1	0.19325	-0.275	-0.16	0.08	0.275	-0.1	Generation 5.
104	110	1	1	0.211	-0.37	0.06	0.02	-0.05	0.26	Generation 5.
105	111	1	1	0.11815	-0.16	-0.17	-0.235	0.045	-0.08	Generation 5.
106	112	1	1	0.072325	-0.12	-0.04	-0.215	-0.1	0.01	Generation 5.
107	113	1	1	0.02955	-0.04	-0.015	-0.14	-0.09	0.005	Generation 5.
108	114	1	1	0.0466	-0.065	0.07	0.035	-0.045	0.185	Generation 5.
109	115	1	1	0.128575	-0.23	-0.14	0.145	0.105	0.155	Generation 5.
110	116	1	1	0.08245	0.1	-0.195	-0.13	0.025	-0.13	Generation 5.
111	117	1	1	0.077975	-0.045	0.04	-0.165	-0.21	0.055	Generation 5.
112	118	1	1	0.1217	0.205	-0.095	0.255	0.045	-0.06	Generation 5.
113	119	1	1	0.273575	-0.14	-0.27	0.195	0.345	-0.155	Generation 5.
114	120	1	1	0.086025	-0.18	-0.16	0.12	0.085	0.08	Generation 5.
115	121	1	1	0.147475	0.275	-0.065	0.14	0.1	-0.195	Generation 5.
116	122	1	1	0.0207	0.06	-0.095	-0.085	0.015	0.025	Generation 5.
117	123	1	1	0.225625	-0.14	-0.14	-0.005	0.42	-0.1	Generation 5.
118	124	1	1	0.145475	0.125	-0.025	-0.01	-0.13	-0.335	Generation 5.
119	125	1	1	0.103025	0.1	-0.115	-0.13	0.02	-0.25	Generation 5.
120	126	1	1	0.146425	-0.11	0.0	-0.26	-0.175	-0.19	Generation 6.
121	127	1	1	0.04075	-0.125	-0.1	-0.12	0.01	-0.025	Generation 6.
122	128	1	1	0.0937	-0.24	0.02	-0.01	0.1	-0.16	Generation 6.
123	129	1	1	0.153675	-0.195	0.055	-0.17	-0.05	-0.285	Generation 6.
124	130	1	1	0.064775	-0.18	0.045	-0.01	-0.165	-0.055	Generation 6.
125	131	1	1	0.1357	-0.28	-0.085	-0.175	0.035	-0.135	Generation 6.
126	132	1	1	0.036375	-0.15	-0.035	-0.1	-0.045	-0.025	Generation 6.
127	133	1	1	0.0082	-0.045	0.045	0.045	-0.01	-0.045	Generation 6.
128	134	1	1	0.11385	-0.22	-0.1	0.12	0.195	-0.055	Generation 6.
129	135	1	1	0.113375	-0.285	0.035	0.03	-0.125	0.12	Generation 6.
130	136	1	1	0.0846	-0.13	-0.14	-0.21	0.02	-0.06	Generation 6.
131	137	1	1	0.03895	-0.06	-0.025	-0.16	-0.095	0.01	Generation 6.
132	138	1	1	0.01405	0.02	0.0	-0.08	-0.085	0.005	Generation 6.
133	139	1	1	0.02755	-0.02	0.05	-0.035	-0.095	0.12	Generation 6.
134	140	1	1	0.062275	-0.145	-0.075	0.11	0.05	0.145	Generation 6.
135	141	1	1	0.03065	0.04	-0.065	-0.11	-0.11	-0.025	Generation 6.
136	142	1	1	0.038675	0.035	0.02	-0.1	-0.155	0.055	Generation 6.
137	143	1	1	0.04295	0.15	-0.06	0.115	-0.04	-0.045	Generation 6.
138	144	1	1	0.093775	-0.135	-0.145	0.11	0.205	-0.02	Generation 6.
139	145	1	1	0.039175	-0.05	-0.18	0.025	0.055	-0.025	Generation 6.
140	146	1	1	0.0613	0.195	-0.055	0.055	0.085	-0.1	Generation 6.
141	147	1	1	0.020475	0.04	-0.065	-0.105	-0.04	0.045	Generation 6.
142	148	1	1	0.090875	-0.09	-0.105	-0.065	0.255	-0.05	Generation 6.
143	149	1	1	0.112175	0.14	-0.025	-0.065	-0.11	-0.275	Generation 6.
144	150	1	1	0.0573	-0.005	-0.095	-0.1	-0.015	-0.195	Generation 6.
145	151	1	1	0.083775	-0.135	-0.025	-0.18	-0.125	-0.13	Generation 7.
146	152	1	1	0.022375	-0.025	-0.09	-0.115	-0.005	0.02	Generation 7.
147	153	1	1	0.052025	-0.17	0.05	0.05	0.07	-0.115	Generation 7.
148	154	1	1	0.0833	-0.185	0.06	-0.085	-0.105	-0.165	Generation 7.
149	155	1	1	0.039675	-0.135	0.005	-0.025	-0.12	-0.08	Generation 7.
150	156	1	1	0.086875	-0.225	-0.085	-0.155	-0.01	-0.07	Generation 7.
151	157	1	1	0.013375	-0.1	0.005	-0.015	-0.025	-0.05	Generation 7.
152	158	1	1	0.0039	-0.025	0.045	0.025	-0.02	-0.015	Generation 7.
153	159	1	1	0.0492	-0.15	-0.035	0.115	0.105	-0.035	Generation 7.
154	160	1	1	0.0649	-0.215	-0.005	0.055	-0.1	0.075	Generation 7.
155	161	1	1	0.0492	-0.07	-0.105	-0.175	-0.025	-0.045	Generation 7.
156	162	1	1	0.02175	-0.015	-0.01	-0.115	-0.09	0.01	Generation 7.
157	163	1	1	0.005125	0.025	0.02	-0.02	-0.06	-0.01	Generation 7.
158	164	1	1	0.02295	0.01	0.03	-0.075	-0.11	0.065	Generation 7.
159	165	1	1	0.027975	-0.08	-0.015	0.055	-0.01	0.135	Generation 7.
160	166	1	1	0.037475	0.02	-0.015	-0.105	-0.16	0.015	Generation 7.
161	167	1	1	0.02245	0.065	-0.01	-0.075	-0.1	0.05	Generation 7.
162	168	1	1	0.017875	0.095	-0.03	0.01	-0.085	-0.025	Generation 7.
163	169	1	1	0.02195	-0.1	-0.04	0.035	0.065	0.07	Generation 7.
164	170	1	1	0.0314	0.025	-0.155	-0.05	-0.005	-0.065	Generation 7.
165	171	1	1	0.020475	0.12	-0.055	-0.02	0.045	-0.025	Generation 7.
166	172	1	1	0.022125	0.03	-0.055	-0.11	-0.06	0.05	Generation 7.
167	173	1	1	0.02975	-0.035	-0.08	-0.1	0.11	-0.005	Generation 7.
168	174	1	1	0.0806	0.105	-0.045	-0.095	-0.075	-0.23	Generation 7.
169	175	1	1	0.033275	-0.055	-0.11	-0.05	-0.005	-0.125	Generation 7.
170	176	1	1	0.065375	-0.14	-0.035	-0.15	-0.105	-0.105	Generation 8.
171	177	1	1	0.02075	0.01	-0.085	-0.11	-0.01	0.035	Generation 8.
172	178	1	1	0.0417	-0.14	0.06	0.07	0.06	-0.1	Generation 8.
173	179	1	1	0.06905	-0.18	0.06	-0.055	-0.125	-0.12	Generation 8.
174	180	1	1	0.0335	-0.12	-0.01	-0.03	-0.1	-0.09	Generation 8.
175	181	1	1	0.072925	-0.205	-0.085	-0.145	-0.025	-0.045	Generation 8.
176	182	1	1	0.01085	-0.08	0.02	0.015	-0.015	-0.06	Generation 8.
177	183	1	1	0.003475	-0.02	0.045	0.02	-0.025	-0.005	Generation 8.
178	184	1	1	0.033625	-0.125	-0.01	0.11	0.07	-0.03	Generation 8.
179	185	1	1	0.052425	-0.19	-0.02	0.065	-0.09	0.06	Generation 8.
180	186	1	1	0.039825	-0.05	-0.09	-0.16	-0.045	-0.04	Generation 8.
181	187	1	1	0.018225	0.0	-0.005	-0.1	-0.09	0.01	Generation 8.
182	188	1	1	0.003975	0.025	0.025	0.0	-0.05	-0.015	Generation 8.
183	189	1	1	0.02415	0.02	0.02	-0.09	-0.115	0.045	Generation 8.
184	190	1	1	0.0224	-0.055	0.005	0.035	-0.035	0.13	Generation 8.
184	191	1	1	0.037475	0.02	-0.015	-0.105	-0.16	0.015	Generation 8.
185	192	1	1	0.01915	0.075	-0.02	-0.065	-0.08	0.05	Generation 8.
186	193	1	1	0.01715	0.075	-0.02	-0.03	-0.1	-0.015	Generation 8.
187	194	1	1	0.01755	-0.085	0.0	0.01	0.015	0.1	Generation 8.
188	195	1	1	0.036175	0.05	-0.145	-0.075	-0.025	-0.08	Generation 8.
189	196	1	1	0.015475	0.095	-0.055	-0.05	0.03	0.005	Generation 8.
189	197	1	1	0.022125	0.03	-0.055	-0.11	-0.06	0.05	Generation 8.
190	198	1	1	0.02035	-0.015	-0.07	-0.11	0.055	0.01	Generation 8.
191	199	1	1	0.069325	0.09	-0.05	-0.105	-0.06	-0.21	Generation 8.
192	200	1	1	0.029025	-0.07	-0.115	-0.03	0.0	-0.1	Generation 8.
193	201	1	1	0.03725	-0.1	-0.04	-0.12	-0.075	-0.075	Generation 9.
194	202	1	1	0.012325	0.005	-0.065	-0.085	-0.015	0.025	Generation 9.
195	203	1	1	0.027825	-0.11	0.06	0.07	0.04	-0.075	Generation 9.
196	204	1	1	0.0599	-0.17	0.05	-0.04	-0.13	-0.1	Generation 9.
197	205	1	1	0.0278	-0.105	-0.035	-0.03	-0.075	-0.095	Generation 9.
198	206	1	1	0.050575	-0.175	-0.065	-0.115	-0.03	-0.04	Generation 9.
199	207	1	1	0.009	-0.065	0.03	0.025	-0.015	-0.055	Generation 9.
200	208	1	1	0.003275	-0.02	0.045	0.015	-0.025	0.0	Generation 9.
201	209	1	1	0.020375	-0.095	0.01	0.095	0.04	-0.025	Generation 9.
202	210	1	1	0.0385	-0.155	-0.02	0.065	-0.075	0.065	Generation 9.
203	211	1	1	0.03165	-0.035	-0.07	-0.145	-0.06	-0.03	Generation 9.
204	212	1	1	0.01215	0.01	0.0	-0.075	-0.08	0.005	Generation 9.
205	213	1	1	0.00305	0.015	0.03	0.01	-0.04	-0.015	Generation 9.
206	214	1	1	0.018175	0.02	0.025	-0.07	-0.105	0.035	Generation 9.
207	215	1	1	0.0218	-0.045	0.015	0.025	-0.045	0.13	Generation 9.
208	216	1	1	0.0237	0.04	-0.045	-0.095	-0.105	-0.005	Generation 9.
209	217	1	1	0.017275	0.08	-0.025	-0.055	-0.075	0.04	Generation 9.
210	218	1	1	0.014425	0.06	-0.01	-0.04	-0.095	-0.01	Generation 9.
211	219	1	1	0.01135	-0.05	0.01	-0.005	-0.025	0.09	Generation 9.
212	220	1	1	0.020875	0.025	-0.12	-0.06	-0.015	-0.045	Generation 9.
213	221	1	1	0.0147	0.085	-0.055	-0.06	0.025	0.015	Generation 9.
214	222	1	1	0.017475	0.045	-0.06	-0.095	-0.035	0.04	Generation 9.
215	223	1	1	0.0139	0.01	-0.06	-0.1	0.01	0.01	Generation 9.
216	224	1	1	0.03725	0.055	-0.045	-0.09	-0.04	-0.15	Generation 9.
217	225	1	1	0.0186	-0.045	-0.105	-0.025	0.005	-0.07	Generation 9.
218	226	1	1	0.0253	-0.075	-0.045	-0.105	-0.06	-0.055	Generation 10.
219	227	1	1	0.007175	0.0	-0.05	-0.065	-0.015	0.015	Generation 10.
220	228	1	1	0.020425	-0.09	0.06	0.065	0.03	-0.06	Generation 10.
221	229	1	1	0.048275	-0.16	0.04	-0.025	-0.115	-0.085	Generation 10.
222	230	1	1	0.02505	-0.095	-0.05	-0.03	-0.06	-0.095	Generation 10.
223	231	1	1	0.037125	-0.155	-0.05	-0.09	-0.03	-0.04	Generation 10.
224	232	1	1	0.007875	-0.055	0.035	0.03	-0.015	-0.05	Generation 10.
225	233	1	1	0.0031	-0.015	0.045	0.015	-0.025	0.0	Generation 10.
226	234	1	1	0.014225	-0.08	0.02	0.08	0.025	-0.02	Generation 10.
227	235	1	1	0.031425	-0.14	-0.02	0.065	-0.06	0.06	Generation 10.
228	236	1	1	0.026725	-0.025	-0.055	-0.135	-0.065	-0.025	Generation 10.
229	237	1	1	0.009475	0.015	0.005	-0.06	-0.075	0.0	Generation 10.
230	238	1	1	0.002675	0.01	0.03	0.015	-0.035	-0.015	Generation 10.
231	239	1	1	0.0137	0.02	0.025	-0.055	-0.095	0.025	Generation 10.
232	240	1	1	0.019275	-0.035	0.02	0.015	-0.055	0.12	Generation 10.
233	241	1	1	0.01935	0.05	-0.055	-0.09	-0.075	-0.01	Generation 10.
234	242	1	1	0.016125	0.075	-0.025	-0.055	-0.075	0.035	Generation 10.
235	243	1	1	0.0123	0.05	0.0	-0.04	-0.09	-0.01	Generation 10.
236	244	1	1	0.01075	-0.04	0.015	-0.01	-0.04	0.085	Generation 10.
237	245	1	1	0.013225	0.01	-0.1	-0.05	-0.015	-0.02	Generation 10.
238	246	1	1	0.014675	0.08	-0.055	-0.065	0.025	0.02	Generation 10.
239	247	1	1	0.01605	0.05	-0.06	-0.09	-0.025	0.035	Generation 10.
240	248	1	1	0.012575	0.02	-0.055	-0.095	-0.005	0.01	Generation 10.
241	249	1	1	0.020375	0.035	-0.04	-0.075	-0.03	-0.105	Generation 10.
242	250	1	1	0.014375	-0.025	-0.1	-0.025	0.01	-0.055	Generation 10.
243	251	1	1	0.01355	-0.04	-0.05	-0.085	-0.04	-0.025	Generation 11.
244	252	1	1	0.00595	0.0	-0.045	-0.06	-0.015	0.01	Generation 11.
245	253	1	1	0.0099	-0.06	0.055	0.045	0.005	-0.035	Generation 11.
246	254	1	1	0.02585	-0.13	0.03	0.015	-0.065	-0.06	Generation 11.
247	255	1	1	0.017325	-0.065	-0.07	-0.03	-0.03	-0.08	Generation 11.
248	256	1	1	0.0177	-0.115	-0.015	-0.04	-0.025	-0.045	Generation 11.
249	257	1	1	0.005125	-0.04	0.04	0.025	-0.02	-0.03	Generation 11.
250	258	1	1	0.002775	-0.005	0.04	0.015	-0.03	-0.005	Generation 11.
251	259	1	1	0.006525	-0.05	0.03	0.055	0.0	-0.01	Generation 11.
252	260	1	1	0.019675	-0.115	-0.005	0.07	-0.025	0.03	Generation 11.
253	261	1	1	0.01715	-0.01	-0.03	-0.105	-0.07	-0.015	Generation 11.
254	262	1	1	0.004975	0.015	0.015	-0.03	-0.06	-0.005	Generation 11.
254	263	1	1	0.002675	0.01	0.03	0.015	-0.035	-0.015	Generation 11.
255	264	1	1	0.006475	0.015	0.025	-0.025	-0.07	0.01	Generation 11.
256	265	1	1	0.00765	-0.015	-0.02	-0.01	-0.045	0.07	Generation 11.
257	266	1	1	0.0151	0.04	-0.075	-0.075	-0.045	-0.015	Generation 11.
258	267	1	1	0.0123	0.055	-0.015	-0.055	-0.075	0.02	Generation 11.
259	268	1	1	0.00685	0.035	0.015	-0.02	-0.07	-0.01	Generation 11.
260	269	1	1	0.0108	-0.035	0.015	-0.01	-0.045	0.085	Generation 11.
261	270	1	1	0.0054	-0.015	-0.055	-0.03	-0.025	0.025	Generation 11.
262	271	1	1	0.010375	0.045	-0.07	-0.055	0.02	-0.005	Generation 11.
263	272	1	1	0.011675	0.035	-0.055	-0.08	-0.02	0.025	Generation 11.
264	273	1	1	0.0097	0.035	-0.035	-0.075	-0.04	0.005	Generation 11.
265	274	1	1	0.004425	0.0	-0.02	-0.05	-0.03	-0.025	Generation 11.
266	275	1	1	0.011525	-0.005	-0.095	-0.035	0.005	-0.035	Generation 11.
267	276	1	1	0.007225	-0.01	-0.05	-0.065	-0.02	0.0	Generation 12.
268	277	1	1	0.00115	-0.02	-0.005	-0.02	-0.015	-0.01	Generation 12.
269	278	1	1	0.003775	-0.025	0.045	0.025	-0.02	-0.01	Generation 12.
270	279	1	1	0.00575	-0.06	0.005	0.0	-0.03	-0.035	Generation 12.
271	280	1	1	0.01295	-0.03	-0.09	-0.03	-0.005	-0.055	Generation 12.
272	281	1	1	0.00665	-0.065	0.02	0.005	-0.02	-0.04	Generation 12.
273	282	1	1	0.003125	-0.02	0.04	0.02	-0.025	-0.01	Generation 12.
274	283	1	1	0.0028	0.005	0.035	0.015	-0.035	-0.01	Generation 12.
275	284	1	1	0.003325	-0.02	0.04	0.03	-0.02	-0.005	Generation 12.
276	285	1	1	0.010075	-0.075	0.015	0.065	0.0	0.0	Generation 12.
277	286	1	1	0.00855	0.005	0.0	-0.06	-0.07	-0.005	Generation 12.
278	287	1	1	0.002975	0.015	0.025	0.0	-0.045	-0.01	Generation 12.
278	288	1	1	0.002675	0.01	0.03	0.015	-0.035	-0.015	Generation 12.
279	289	1	1	0.003075	0.01	0.03	0.005	-0.045	-0.005	Generation 12.
280	290	1	1	0.0053	-0.01	-0.05	-0.03	-0.03	0.03	Generation 12.
281	291	1	1	0.00885	0.01	-0.075	-0.05	-0.025	0.0	Generation 12.
282	292	1	1	0.00785	0.03	0.0	-0.045	-0.07	0.005	Generation 12.
283	293	1	1	0.003275	0.02	0.025	0.0	-0.045	-0.015	Generation 12.
284	294	1	1	0.00375	-0.02	0.0	-0.03	-0.035	0.035	Generation 12.
285	295	1	1	0.00535	-0.025	-0.04	-0.025	-0.03	0.04	Generation 12.
286	296	1	1	0.00965	0.03	-0.075	-0.05	0.02	-0.015	Generation 12.
287	297	1	1	0.0074	0.015	-0.05	-0.065	-0.015	0.015	Generation 12.
288	298	1	1	0.00665	0.025	-0.02	-0.055	-0.05	-0.01	Generation 12.
289	299	1	1	0.002725	-0.01	-0.01	-0.04	-0.03	0.005	Generation 12.
290	300	1	1	0.0065	0.005	-0.06	-0.045	-0.015	-0.025	Generation 12.
291	301	1	1	0.003375	0.0	-0.035	-0.045	-0.01	0.005	Generation 13.
292	302	1	1	0.0012	-0.025	0.01	-0.005	-0.015	-0.015	Generation 13.
293	303	1	1	0.001375	-0.01	0.025	0.005	-0.025	0.0	Generation 13.
294	304	1	1	0.001175	-0.02	-0.01	-0.015	-0.015	-0.015	Generation 13.
295	305	1	1	0.00755	-0.025	-0.07	-0.02	-0.005	-0.04	Generation 13.
296	306	1	1	0.00475	-0.035	0.04	0.025	-0.02	-0.03	Generation 13.
297	307	1	1	0.0014	-0.01	0.025	0.005	-0.025	-0.005	Generation 13.
297	308	1	1	0.0028	0.005	0.035	0.015	-0.035	-0.01	Generation 13.
298	309	1	1	0.0032	-0.005	0.045	0.015	-0.03	-0.005	Generation 13.
299	310	1	1	0.00605	-0.045	0.03	0.055	0.0	-0.01	Generation 13.
300	311	1	1	0.004875	0.015	0.02	-0.025	-0.06	-0.005	Generation 13.
301	312	1	1	0.0028	0.015	0.03	0.015	-0.035	-0.015	Generation 13.
301	313	1	1	0.002675	0.01	0.03	0.015	-0.035	-0.015	Generation 13.
302	314	1	1	0.00285	0.01	0.03	0.02	-0.035	-0.015	Generation 13.
303	315	1	1	0.002775	0.0	-0.035	-0.025	-0.03	0.005	Generation 13.
304	316	1	1	0.00635	-0.01	-0.065	-0.035	-0.02	0.02	Generation 13.
305	317	1	1	0.0047	0.015	0.015	-0.025	-0.06	-0.005	Generation 13.
301	318	1	1	0.002675	0.01	0.03	0.015	-0.035	-0.015	Generation 13.
306	319	1	1	0.0028	-0.01	-0.01	-0.04	-0.03	0.01	Generation 13.
307	320	1	1	0.0049	-0.025	-0.02	-0.025	-0.035	0.045	Generation 13.
308	321	1	1	0.00765	0.015	-0.07	-0.045	0.01	-0.02	Generation 13.
309	322	1	1	0.003525	-0.005	-0.035	-0.045	-0.015	0.005	Generation 13.
